ID,Chapter,Verse,EngMeaning,clean_text
BG1.1,1,1,"1.1 Dhritarashtra said  What did my people and the sons of Pandu do when they had assembled
together eager for battle on the holy plain of Kurukshetra, O Sanjaya.",dhritarashtra said people sons pandu assembled together eager battle holy plain kurukshetra sanjaya
BG1.2,1,2,"1.2. Sanjaya said  Having seen the army of the Pandavas drawn up in battle-array,
King Duryodhana then approached his teacher (Drona) and spoke these words.",sanjaya said seen army pandavas drawn battle array king duryodhana approached teacher drona spoke words
BG1.3,1,3,"1.3. ""Behold, O Teacher! this mighty army of the sons of Pandu,
arrayed by the son of Drupada, thy wise disciple.",behold teacher mighty army sons pandu arrayed son drupada thy wise disciple
BG1.4,1,4,"1.4. Here are heroes, mighty archers, eal in battle to Bhima
and Arjuna, Yoyudhana (Satyaki), Virata and Drupada, of the great car (mighty
warriors).",heroes mighty archers eal battle bhima arjuna yoyudhana satyaki virata drupada great car mighty warriors
BG1.5,1,5,"1.5. ""Dhrishtaketu, chekitana and the valiant king of Kasi, Purujit
and Kuntibhoja and Saibya, the best men.",dhrishtaketu chekitana valiant king kasi purujit kuntibhoja saibya best men
BG1.6,1,6,"1.6. ""The strong Yodhamanyu and the brave Uttamaujas, the son
of Subhadra (Abhimanyu, the son of Subhadra and Arjuna), and the sons of
Draupadi, all of great chariots (great heroes).",strong yodhamanyu brave uttamaujas son subhadra abhimanyu son subhadra arjuna sons draupadi great chariots great heroes
BG1.7,1,7,"1.7. ""Know also, O best among the twice-born! the names of those
who are the most distinguished amongst ourselves, the leaders of my army;
these I name to thee for thy information.",know also best among twice born names distinguished amongst leaders army name thee thy information
BG1.8,1,8,"1.8. ""Thyself and Bhishma, and Karna and also Kripa, the victorious
in war, Asvatthama, Vikarna, and also Bhurisrava, the son of Somadatta.",thyself bhishma karna also kripa victorious war asvatthama vikarna also bhurisrava son somadatta
BG1.9,1,9,"1.9. ""And also many other heroes who are ready to give up their
lives for my sake, armed with various weapons and missiles, all well-skilled
in battle.",also many heroes ready give lives sake armed various weapons missiles well skilled battle
BG1.10,1,10,"1.10. ""This army of ours marshalled by Bhishma is insufficient,
whereas that army of theirs marshelled by Bhima is sufficient.",army marshalled bhishma insufficient whereas army marshelled bhima sufficient
BG1.11,1,11,"1.11. ""Therefore do ye all, stationed in your respective positions,
in the several divisions of the army, protect Bhishma alone.""",therefore ye stationed respective positions several divisions army protect bhishma alone
BG1.12,1,12,"1.12. His glorious grandsire (Bhishma), the oldest of the Kauravas,
in order to cheer Duryodhana, now roared like a lion, and blew his conch.",glorious grandsire bhishma oldest kauravas order cheer duryodhana roared like lion blew conch
BG1.13,1,13,"1.13. Then (following Bhishma), conches and kettledrums, tabors,
drums and cow horns blared forth ite suddenly (from the Kaurava side)
and the sound was tremendous.",following bhishma conches kettledrums tabors drums cow horns blared forth ite suddenly kaurava side sound tremendous
BG1.14,1,14,"1.14. Then, also, Madhava (Krishna) and the son of Pandu (Arjuna),
seated in the magnificent chariot, yoked with white horses, blew divine
conches.",also madhava krishna son pandu arjuna seated magnificent chariot yoked white horses blew divine conches
BG1.15,1,15,"1.15. Hrishikesha blew the Panchajanya and Arjuna blew the Devadatta
and Bhima (the wolf-bellied), the doer of terrible deeds, blew the great
conch Paundra.",hrishikesha blew panchajanya arjuna blew devadatta bhima wolf bellied doer terrible deeds blew great conch paundra
BG1.16,1,16,"1.16. The king Yodhishthira, the son of Kunti, blew the Anantavijaya;
Nakula and Sahadeva blew the Sughosha and the Manipushpaka.",king yodhishthira son kunti blew anantavijaya nakula sahadeva blew sughosha manipushpaka
BG1.17,1,17,"1.17. The king of Kasi, an exellent archer, Sikhandi, the mighty
car-warrior, Dhrishtadyumna and Virata and Satyaki, the unconered.",king kasi exellent archer sikhandi mighty car warrior dhrishtadyumna virata satyaki unconered
BG1.18,1,18,"1.18. Drupada and the sons of Draupadi, O Lord of the earth, and
the son of Subhadra, the mighty-armed, blew their conches separately.",drupada sons draupadi lord earth son subhadra mighty armed blew conches separately
BG1.19,1,19,"1.19. That tumultuous sound rent the hearts of (the members of)
Dhritarashtra's party, making both the heaven and the earth resound.",tumultuous sound rent hearts members dhritarashtra party making heaven earth resound
BG1.20,1,20,"1.20. Then, seeing the people of Dhritarashtra’s party standing
arrayed and the discharge of weapons about to begin, Arjuna, the son of
Pandu, whose ensign was a monkey, took up his bow and said the following
to Krishna, O Lord of the earth.",seeing people dhritarashtra party standing arrayed discharge weapons begin arjuna son pandu whose ensign monkey took bow said following krishna lord earth
BG1.21,1,21,"1.21 Arjuna said  In the middle between the two armies, place my chariot,
O krishna, so that I may behold those who stand here desirous to fight,
and know with whom I must fight, when the battle is about to commence.",arjuna said middle two armies place chariot krishna may behold stand desirous fight know must fight battle commence
BG1.22,1,22,"1.22. Arjuna said  In the middle between the two armies, place my chariot,
O krishna, so that I may behold those who stand here desirous to fight,
and know with whom I must fight, when the battle is about to commence.",arjuna said middle two armies place chariot krishna may behold stand desirous fight know must fight battle commence
BG1.23,1,23,"1.23. For I desire to observe those who are assembled here to fight,
wishing to please in battle the evil-minded Duryodhana (the son of Dhritarashtra).",desire observe assembled fight wishing please battle evil minded duryodhana son dhritarashtra
BG1.24,1,24,"1.24. Sanjaya said  Thus addressed by Arjuna, Krishna, having stationed that
best of chariots, O Dhritarashtra, in the midst of the two armies.",sanjaya said thus addressed arjuna krishna stationed best chariots dhritarashtra midst two armies
BG1.25,1,25,"1.25. In front of Bhishma and Drona, and all the rulers of the
earth, said: ""O Arjuna (son of Pritha), behold these Kurus gathered together.""",front bhishma drona rulers earth said arjuna son pritha behold kurus gathered together
BG1.26,1,26,"1.26. Then, Arjuna (son of Pritha) saw there (in the armies) stationed,
fathers and grandfathers, teachers, maternal uncles, brothers, sons, grandsons
and friends too.",arjuna son pritha saw armies stationed fathers grandfathers teachers maternal uncles brothers sons grandsons friends
BG1.27,1,27,"1.27. (He saw) fathers-in-law and friends also in both the armies.
The son of Kunti, Arjuna, seeing all those kinsmen thus standing arrayed,
spoke this, sorrowfully filled with deep pity.",saw fathers law friends also armies son kunti arjuna seeing kinsmen thus standing arrayed spoke sorrowfully filled deep pity
BG1.28,1,28,"1.28. Arjuna said  Seeing these, my kinsmen, O krishna, arrayed, eager to fight.",arjuna said seeing kinsmen krishna arrayed eager fight
BG1.29,1,29,"1.29. My limbs fail and my mouth is parched, my body ivers and
my hair stands on end.",limbs fail mouth parched body ivers hair stands end
BG1.30,1,30,"1.30. The (bow) Gandiva slips from my hand, and also my skins burns
all over; I am unable even to stand and my mind is reeling, as it were.",bow gandiva slips hand also skins burns unable even stand mind reeling
BG1.31,1,31,"1.31. And I see adverse omens, O Kesava. I do not see any good
in killing my kinsmen in battle.",see adverse omens kesava see good killing kinsmen battle
BG1.32,1,32,"1.32. I desire not victory, O Krishna, nor kingdom, nor pleasures.
Of what avail is dominion to us, O Krishna, or pleasures or even life?",desire victory krishna kingdom pleasures avail dominion us krishna pleasures even life
BG1.33,1,33,"1.33. Those for whose sake we desire kingdom, enjoyments and pleasures,
stand here in battle, having renounced life and wealth.",whose sake desire kingdom enjoyments pleasures stand battle renounced life wealth
BG1.34,1,34,"1.34. Teachers, fathers, sons and also grandfathers, maternal uncles,
fathers-in-law, grandsons, brothers-in-law and other relatives,-",teachers fathers sons also grandfathers maternal uncles fathers law grandsons brothers law relatives
BG1.35,1,35,"1.35. These I do not wish to kill, though they kill me, O Krishna,
even for the sake of dominion over the three worlds; leave alone killing
them for the sake of the earth.",wish kill though kill krishna even sake dominion three worlds leave alone killing sake earth
BG1.36,1,36,"1.36. By killing these sons of Dhritarashtra, what pleasure can
be ours, O Janardana? Only sin will accrue to us from killing these felons.",killing sons dhritarashtra pleasure janardana sin accrue us killing felons
BG1.37,1,37,"1.37. Therefore, we should not kill the sons of Dhritarashtra,
our relatives; for how can we be happy by killing our own people, O Madhava
(Krishna)?",therefore kill sons dhritarashtra relatives happy killing people madhava krishna
BG1.38,1,38,"1.38. Though they, with intelligence overpowered by greed, see
no evil in the destruction of families, and no sin in hostility to friends,",though intelligence overpowered greed see evil destruction families sin hostility friends
BG1.39,1,39,"1.39. Why should not we who clearly see evil in the destruction
of families, learn to turn away from this sin, O Janardana (Krishna)?",clearly see evil destruction families learn turn away sin janardana krishna
BG1.40,1,40,"1.40. In the destruction of a family, the immemorial religious
rites of that family perish; on the destruction of spirituality, impiety,
indeed, overcomes the whole family.",destruction family immemorial religious rites family perish destruction spirituality impiety indeed overcomes whole family
BG1.41,1,41,"1.41. By the prevalence of impiety, O Krishna, the women of
the family become corrupt; and , women being corrupted, O Varshenya (descendant
of Vrishni), there arises intermingling of castes.",prevalence impiety krishna women family become corrupt women corrupted varshenya descendant vrishni arises intermingling castes
BG1.42,1,42,"1.42. Confusion of castes leads to hell the slayers of the family,
for their forefathers fall, deprived of the offerings of rice-ball and
water (libations).",confusion castes leads hell slayers family forefathers fall deprived offerings rice ball water libations
BG1.43,1,43,"1.43. By these evil deeds of the destroyers of the family, which
cause confusion of castes, the eternal religious rites of the caste and
the family are destroyed.",evil deeds destroyers family cause confusion castes eternal religious rites caste family destroyed
BG1.44,1,44,"1.44. We have heard, O Janardana, that inevitable is the dwelling
for an unknown period in hell for those men in whose families the religious
practices have been destroyed.",heard janardana inevitable dwelling unknown period hell men whose families religious practices destroyed
BG1.45,1,45,"1.45. Alas! We are involved in a great sin, in that we are
prepared to kill our kinsmen, through greed for the pleasures of a kingdom.",alas involved great sin prepared kill kinsmen greed pleasures kingdom
BG1.46,1,46,"1.46. If the sons of Dhritarashtra with weapons in hand should
slay me in battle, unresisting and unarmed, that would be better for me.",sons dhritarashtra weapons hand slay battle unresisting unarmed would better
BG1.47,1,47,"1.47. Sanjaya said  Having thus spoken in the midst of the battlefield, Arjuna,
casting away his bow and arrow, sat down on the seat of the chariot with
his mind overwhelmed with sorrow.",sanjaya said thus spoken midst battlefield arjuna casting away bow arrow sat seat chariot mind overwhelmed sorrow
BG2.1,2,1,"2.1 Sanjaya said  To him who was thus overcome with pity and who was despondent, with eyes full of tears and agitated, Madhusudana (the destroyer of Madhu) or Krishna spoke these words.",sanjaya said thus overcome pity despondent eyes full tears agitated madhusudana destroyer madhu krishna spoke words
BG2.2,2,2,"2.2 The Blessed Lord said  Whence is this perilous strait come upon thee, this dejection which is unworthy of you, disgraceful, and which will close the gates of heaven upon you, O Arjuna?",blessed lord said whence perilous strait come upon thee dejection unworthy disgraceful close gates heaven upon arjuna
BG2.3,2,3,"2.3 Yield not to impotence, O Arjuna, son of Pritha. It does not befit thee. Cast off this mean weakness of the heart! Stand up, O scorcher of the foes!",yield impotence arjuna son pritha befit thee cast mean weakness heart stand scorcher foes
BG2.4,2,4,"2.4 Arjuna said  How, O Madhusudana, shall I fight in battle with arrows against Bhishma and Drona, who are fit to be worshipped, O destroyer of enemies?",arjuna said madhusudana shall fight battle arrows bhishma drona fit worshipped destroyer enemies
BG2.5,2,5,"2.5 Better it is, indeed, in this world to accept alms than to slay the most noble teachers. But if I kill them, even in this world all my enjoyments of wealth and fulfilled desires will be stained with (their) blood.",better indeed world accept alms slay noble teachers kill even world enjoyments wealth fulfilled desires stained blood
BG2.6,2,6,"2.6 I can hardly tell which will be better, that we should  coner them or that they should coner us. Even the sons of Dhritarashtra, after slaying whom we do not wish to live, stand facing us.",hardly tell better coner coner us even sons dhritarashtra slaying wish live stand facing us
BG2.7,2,7,2.7 My heart is overpowered by the taint of pity; my mind is confused as to duty. I ask Thee: Tell me decisively what is good for me. I am Thy disciple. Instruct me who has taken refuge in Thee.,heart overpowered taint pity mind confused duty ask thee tell decisively good thy disciple instruct taken refuge thee
BG2.8,2,8,"2.8 I do not see that it would remove this sorrow that burns up my senses, even if I should attain prosperous and unrivalled dominion on earth or lordship over the gods.",see would remove sorrow burns senses even attain prosperous unrivalled dominion earth lordship gods
BG2.9,2,9,"2.9 Sanjaya said  Having spoken thus to Hrishikesha (the Lord of the senses), Arjuna (the coneror of sleep), the destroyer of foes, said to Krishna, ""I will not fight"" and became silent.",sanjaya said spoken thus hrishikesha lord senses arjuna coneror sleep destroyer foes said krishna fight became silent
BG2.10,2,10,"2.10 To him who was despondent in the midst of the two armies, Krishna, as if smiling, O Bharata, spoke these words.",despondent midst two armies krishna smiling bharata spoke words
BG2.11,2,11,"2.11 The Blessed Lord said  Thou hast grieved for those that should not be grieved for, yet thou speakest words of wisdom. The wise grieve neither for the living nor for the dead.",blessed lord said thou hast grieved grieved yet thou speakest words wisdom wise grieve neither living dead
BG2.12,2,12,"2.12 Nor at any time indeed was I not, nor thou, nor these rulers of men, nor verily shall we ever cease to be hereafter.",time indeed thou rulers men verily shall ever cease hereafter
BG2.13,2,13,"2.13 Just as in this body the embodied (soul) passes into childhood, youth and old age, so also does it pass into another body; the firm man does not grieve thereat.",body embodied soul passes childhood youth old age also pass another body firm man grieve thereat
BG2.14,2,14,"2.14 The contacts of the senses with the objects, O son of Kunti, which cause heat and cold, pleasure and pain, have a beginning and an end; they are impermanent; endure them bravely, O Arjuna.",contacts senses objects son kunti cause heat cold pleasure pain beginning end impermanent endure bravely arjuna
BG2.15,2,15,"2.15 That firm man whom, surely, these afflict not, O chief among men, to whom pleasure and pain are the same, is fit for attaining immortality.",firm man surely afflict chief among men pleasure pain fit attaining immortality
BG2.16,2,16,2.16 The unreal hath no being; there is non-being of the real; the truth about both has been seen by the knowers of the Truth (or the seers of the Essence).,unreal hath non real truth seen knowers truth seers essence
BG2.17,2,17,"2.17 Know that to be indestructible, by Which all this is pervaded. None can cause the destruction of That, the Imperishable.",know indestructible pervaded none cause destruction imperishable
BG2.18,2,18,"2.18 These bodies of the embodied Self, Which is eternal, indestructible and immeasurable, are said to have an end. Therefore fight, O Arjuna.",bodies embodied self eternal indestructible immeasurable said end therefore fight arjuna
BG2.19,2,19,"2.19 He who takes the Self to be the slayer and he who thinks It is slain, neither of them ï1knowsï1. It slays not, nor is It slain.",takes self slayer thinks slain neither knows slays slain
BG2.20,2,20,"2.20 It is not born, nor does It ever die; after having been, It again ceases not to be; unborn, eternal, changeless and ancient, It is not killed when the body is killed.",born ever die ceases unborn eternal changeless ancient killed body killed
BG2.21,2,21,"2.21 Whosoever knows It to be indestructible, eternal, unborn and inexhaustible, how can that man slay, O Arjuna, or cause to be slain?",whosoever knows indestructible eternal unborn inexhaustible man slay arjuna cause slain
BG2.22,2,22,"2.22 Just as a man casts off worn-out clothes and puts on new ones, so also the embodied Self casts off worn-out bodies and enters others which are new.",man casts worn clothes puts new ones also embodied self casts worn bodies enters others new
BG2.23,2,23,"2.23 Weapons cut It not, fire burns It not, water wets It not, wind dries It not.",weapons cut fire burns water wets wind dries
BG2.24,2,24,"2.24 This Self cannot be cut, burnt, wetted, nor dried up. It is eternal, all-pervading, stable, immovable and ancient.",self cut burnt wetted dried eternal pervading stable immovable ancient
BG2.25,2,25,"2.25 This (Self) is said to be unmanifested, unthinkable and unchangeable. Therefore, knowing This to be such, thou shouldst not grieve.",self said unmanifested unthinkable unchangeable therefore knowing thou shouldst grieve
BG2.26,2,26,"2.26 But even if thou thinkest of It as being constantly born and constantly dying, even then, O mighty-armed, thou shouldst not grieve.",even thou thinkest constantly born constantly dying even mighty armed thou shouldst grieve
BG2.27,2,27,"2.27 For certain is death for the born, and certain is birth for the dead; therefore, over the inevitable thou shouldst not grieve.",certain death born certain birth dead therefore inevitable thou shouldst grieve
BG2.28,2,28,"2.28 Beings are unmanifested in their beginning, manifested in their middle state, O Arjuna, and unmanifested again in their end. What is there to grieve about?",beings unmanifested beginning manifested middle state arjuna unmanifested end grieve
BG2.29,2,29,"2.29 One sees This (the Self) as a wonder; another speaks of It as a wonder; another hears of It as a wonder; yet having heard, none understands It at all.",one sees self wonder another speaks wonder another hears wonder yet heard none understands
BG2.30,2,30,"2.30 This, the Indweller in the body of everyone, is ever indestructible, O Arjuna; therefore, thou shouldst not grieve for any creature.",indweller body everyone ever indestructible arjuna therefore thou shouldst grieve creature
BG2.31,2,31,"2.31 Further, having regard to thy duty, shouldst not waver, for there is nothing higher for a Kshatriya than a righteous war.",regard thy duty shouldst waver nothing higher kshatriya righteous war
BG2.32,2,32,"2.32 Happy are the Kshatriyas, O Arjuna! who are called upon to fight in such a battle that comes of itself as an open door to heaven.",happy kshatriyas arjuna called upon fight battle comes open door heaven
BG2.33,2,33,"2.33 But if thou wilt not fight this righteous war, then having abandoned thine own duty and fame, thou shalt incur sin.",thou wilt fight righteous war abandoned thine duty fame thou shalt incur sin
BG2.34,2,34,"2.34 People, too, will recount thy everlasting dishonour; and to one who has been honoured, dishonour is worse than death.",people recount thy everlasting dishonour one honoured dishonour worse death
BG2.35,2,35,2.35 The great car-warriors will think that thou hast withdrawn from the battle through fear; and thou wilt be lightly held by them who have thought much of thee.,great car warriors think thou hast withdrawn battle fear thou wilt lightly held thought much thee
BG2.36,2,36,"2.36 Thy enemies also, cavilling at thy power, will speak many abusive words. What is more painful than this?",thy enemies also cavilling thy power speak many abusive words painful
BG2.37,2,37,"2.37 Slain, thou wilt obtain heaven; victorious, thou wilt enjoy the earth; therefore, stand up, O son of Kunti, resolved to fight.",slain thou wilt obtain heaven victorious thou wilt enjoy earth therefore stand son kunti resolved fight
BG2.38,2,38,"2.38 Having made pleasure and pain, gain and loss, victory and defeat the same, engage thou in battle for the sake of battle; thus thou shalt not incur sin.",made pleasure pain gain loss victory defeat engage thou battle sake battle thus thou shalt incur sin
BG2.39,2,39,"2.39 This, which has been taught to thee, is wisdon concerning Sankhya. Now listen to wisdom concerning Yoga, endowed with which, O Arjuna, thou shalt cast off the bonds of action.",taught thee wisdon concerning sankhya listen wisdom concerning yoga endowed arjuna thou shalt cast bonds action
BG2.40,2,40,"2.40 In this there is no loss of effort, nor is there any harm (production of contrary results or transgression). Even a little of this knowledge (even a little practice of this Yoga) protects one from great fear.",loss effort harm production contrary results transgression even little knowledge even little practice yoga protects one great fear
BG2.41,2,41,"2.41 Here, O joy of the Kurus, there is but a single one-pointed determination; many-branched and endless are the thoughts of the irresolute.",joy kurus single one pointed determination many branched endless thoughts irresolute
BG2.42,2,42,"2.42 Flowery speech is uttered by the unwise, taking pleasure in the eulogising words of the Vedas, O Arjuna, saying, ""There is nothing else.""",flowery speech uttered unwise taking pleasure eulogising words vedas arjuna saying nothing else
BG2.43,2,43,"2.43 Full of desires, having heaven as their goal, (they utter speech which is directed to ends) leading to new births as the result of their works, and prescribe various methods abounding in specific actions, for the attainment of pleasure and power.",full desires heaven goal utter speech directed ends leading new births result works prescribe various methods abounding specific actions attainment pleasure power
BG2.44,2,44,"2.44 For those who are attached to pleasure and power, whose minds are drawn away by such teaching, ï1thatï1 determinate reason is not formed which is steadily bent on meditation and Samadhi (superconscious state).",attached pleasure power whose minds drawn away teaching determinate reason formed steadily bent meditation samadhi superconscious state
BG2.45,2,45,"2.45 The Vedas deal with the three attributes (of Nature); be thou above these three attributes. O Arjuna, free yourself from the pairs of opposites, and ever remain in the ality of Sattva (goodness), freed from (the thought of) acisition and preservation, and be established in the Self.",vedas deal three attributes nature thou three attributes arjuna free pairs opposites ever remain ality sattva goodness freed thought acisition preservation established self
BG2.46,2,46,"2.46 To the Brahmana who has known the Self, all the Vedas are of as much use as is a reservoir of water in a place where there is a flood.",brahmana known self vedas much use reservoir water place flood
BG2.47,2,47,"2.47 Thy right is to work only, but never with its fruits; let not the fruits of action be thy motive, nor let thy attachment be to inaction.",thy right work never fruits let fruits action thy motive let thy attachment inaction
BG2.48,2,48,"2.48 Perform action, O Arjuna, being steadfast in Yoga, abandoning attachment and balanced in success and failure. Evenness of mind is called Yoga.",perform action arjuna steadfast yoga abandoning attachment balanced success failure evenness mind called yoga
BG2.49,2,49,"2.49 Far lower than the Yoga of wisdon is action, O Arjuna. Seek thou refuge in wisdom; wretched are they whose motive is the fruit.",far lower yoga wisdon action arjuna seek thou refuge wisdom wretched whose motive fruit
BG2.50,2,50,"2.50 Endowed with wisdom (evenness of mind), one casts off in this life both good and evil deeds; therefore, devote thyself to Yoga; Yoga is skill in action.",endowed wisdom evenness mind one casts life good evil deeds therefore devote thyself yoga yoga skill action
BG2.51,2,51,"2.51 The wise, possessed of knowledge, having abandoned the fruits of their actions, and being freed from the fetters of birth, go to the place which is beyond all evil.",wise possessed knowledge abandoned fruits actions freed fetters birth go place beyond evil
BG2.52,2,52,"2.52 When thy intellect crosses beyond the mire of delusion, then thou shalt attain to indifference as to what has been heard and what has yet to be heard.",thy intellect crosses beyond mire delusion thou shalt attain indifference heard yet heard
BG2.53,2,53,"2.53 When thy intellect, which is perplexed by the Veda text, which thou hast read, shall stand immovable and steady in the Self, then thou shalt attain Self-realisation.",thy intellect perplexed veda text thou hast read shall stand immovable steady self thou shalt attain self realisation
BG2.54,2,54,"2.54 Arjuna said  What, O Krishna, is the description of him who has steady wisdom, and is merged in the superconscious state? How does one of steady wisdom speak, how does he sit, how does he walk?",arjuna said krishna description steady wisdom merged superconscious state one steady wisdom speak sit walk
BG2.55,2,55,"2.55 The Blessed Lord said  When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then is he said to be one of steady wisdom.",blessed lord said man completely casts arjuna desires mind satisfied self self said one steady wisdom
BG2.56,2,56,"2.56 He whose mind is not shaken by adversity, who does not hanker after pleasures, and is free from attachment, fear and anger, is called a sage of steady wisdom.",whose mind shaken adversity hanker pleasures free attachment fear anger called sage steady wisdom
BG2.57,2,57,"2.57 He who is everywhere without attachment, on meeting with anything good or bad, who neither rejoices not hastes, his wisdom is fixed.",everywhere without attachment meeting anything good bad neither rejoices hastes wisdom fixed
BG2.58,2,58,"2.58 When, like the tortoise which withdraws on all sides its limbs, he withdraws his senses from the sense-objects, then his wisdom becomes steady.",like tortoise withdraws sides limbs withdraws senses sense objects wisdom becomes steady
BG2.59,2,59,2.59 The objects of the senses turn away from the abstinent man leaving the longing (behind); but his longing also turns away on seeing the Supreme.,objects senses turn away abstinent man leaving longing behind longing also turns away seeing supreme
BG2.60,2,60,"2.60 The turbulent senses, O Arjuna, do violently carry away the mind of a wise man though he be striving (to control them).",turbulent senses arjuna violently carry away mind wise man though striving control
BG2.61,2,61,"2.61 Having restrained them all he should sit steadfast, intent on Me; his wisdom is steady whose senses are under control.",restrained sit steadfast intent wisdom steady whose senses control
BG2.62,2,62,"2.62 When a man thinks of the objects, attachment for them arises; from attachment desire is born; from desire anger arises.",man thinks objects attachment arises attachment desire born desire anger arises
BG2.63,2,63,2.63 From anger comes delusion; from delusion loss of memory; from loss of memory the destruction of discrimination; from the destruction of discrimination he perishes.,anger comes delusion delusion loss memory loss memory destruction discrimination destruction discrimination perishes
BG2.64,2,64,"2.64 But the self-controlled man, moving among the objects with the senses under restraint and free from attraction and repulsion, attains to peace.",self controlled man moving among objects senses restraint free attraction repulsion attains peace
BG2.65,2,65,2.65 In that peace all pains are destroyed; for the intellect of the tranil-minded soon becomes steady.,peace pains destroyed intellect tranil minded soon becomes steady
BG2.66,2,66,"2.66 There is no knowledge of the Self to the unsteady and to the unsteady no meditation is possible, and to the unmeditative there can be no peace, and to the man who has no peace, how can there be happiness?",knowledge self unsteady unsteady meditation possible unmeditative peace man peace happiness
BG2.67,2,67,"2.67 For the mind, which follows in the wake of the wandering senses, carries away his discrimination, as the wind (carries away) a boat on the waters.",mind follows wake wandering senses carries away discrimination wind carries away boat waters
BG2.68,2,68,"2.68 Therefore, O mighty-armed Arjuna, his knowledge is steady whose senses are completely restrained from sense-objects.",therefore mighty armed arjuna knowledge steady whose senses completely restrained sense objects
BG2.69,2,69,"2.69 That which is night to all beings, in that the self-controlled man is awake; when all beings are awake, that is night for the Muni (sage) who sees.",night beings self controlled man awake beings awake night muni sage sees
BG2.70,2,70,"2.70 He attains peace into whom all desires enter as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires.",attains peace desires enter waters enter ocean filled sides remains unmoved man full desires
BG2.71,2,71,"2.71 That man attains peace who, abandoning all desires, moves about without longing, without the sense of mine and without egoism.",man attains peace abandoning desires moves without longing without sense mine without egoism
BG2.72,2,72,"2.72 This is the Brahmic seat (eternal state), O son of Pritha. Attaining to this, none is deluded. Being established therein, even at the end of life, one attains to oneness with Brahman.",brahmic seat eternal state son pritha attaining none deluded established therein even end life one attains oneness brahman
BG3.1,3,1,"3.1 Arjuna said  If Thou thinkest that knowledge is superior to action, O Krishna, why then, O Kesava, dost Thou ask me to engage in this terrible action?",arjuna said thou thinkest knowledge superior action krishna kesava dost thou ask engage terrible action
BG3.2,3,2,"3.2 With this apparently perplexing speech, Thou confusest, as it were, my understanding; therefore tell me that one way for certain by which I may attain bliss.",apparently perplexing speech thou confusest understanding therefore tell one way certain may attain bliss
BG3.3,3,3,"3.3 The Blessed Lord said  In this world there is a twofold path, as I said before, O sinless one; the path of knowledge of the Sankhyas and the path of action of the Yogins.",blessed lord said world twofold path said sinless one path knowledge sankhyas path action yogins
BG3.4,3,4,3.4 Not by non-performance of actions does man reach actionlessness; nor by mere renunciation does he attain to perfection.,non performance actions man reach actionlessness mere renunciation attain perfection
BG3.5,3,5,3.5 Verily none can ever remain for even a moment without performing action; for everyone is made to act helplessly indeed by the alities born of Nature.,verily none ever remain even moment without performing action everyone made act helplessly indeed alities born nature
BG3.6,3,6,"3.6 He who, restraining the organs of action, sits thinking of the sense-objects in mind, he of deluded understanding is called a hypocrite.",restraining organs action sits thinking sense objects mind deluded understanding called hypocrite
BG3.7,3,7,"3.7 But whosoever, controlling the senses by the mind, O Arjuna, engages himself in Karma Yoga with the organs of action, without attachment, he excels.",whosoever controlling senses mind arjuna engages karma yoga organs action without attachment excels
BG3.8,3,8,"3.8 Do thou perform (thy) bounden duty, for action is superior to inaction and even the maintenance of the body would not be possible for thee by inaction.",thou perform thy bounden duty action superior inaction even maintenance body would possible thee inaction
BG3.9,3,9,"3.9 The world is bound by actions other than those performed for the sake of sacrifice; do thou, therefore, O son of Kunti (Arjuna), perform action for that sake (for sacrifice alone), free from attachment.",world bound actions performed sake sacrifice thou therefore son kunti arjuna perform action sake sacrifice alone free attachment
BG3.10,3,10,"3.10 The Creator, having in the beginning (of creation) created mankind together with sacrifice, said, ""By this shall ye propagate; let this be the milch cow of your desires (the cow which yields all the desired objects).""",creator beginning creation created mankind together sacrifice said shall ye propagate let milch cow desires cow yields desired objects
BG3.11,3,11,"3.11 With this do ye nourish the gods and may those gods nourish you; thus nourishing one another, ye shall attain to the highest good.",ye nourish gods may gods nourish thus nourishing one another ye shall attain highest good
BG3.12,3,12,"3.12 The gods, nourished by the sacrifice, will give you the desired objects. So, he who enjoys the objects given by the gods without offering (in return) to them, is verily a thief.",gods nourished sacrifice give desired objects enjoys objects given gods without offering return verily thief
BG3.13,3,13,3.13 The righteous who eat the remnants of the sacrifice are freed from all sins; but those sinful ones who cook food (only) for their own sake verily eat sin.,righteous eat remnants sacrifice freed sins sinful ones cook food sake verily eat sin
BG3.14,3,14,3.14 From food come forth beings; from rain food is produced; from sacrifice arises rain and sacrifice is born of action.,food come forth beings rain food produced sacrifice arises rain sacrifice born action
BG3.15,3,15,"3.15 Know thou that action comes from Brahma and Brahma comes from the Imperishable. Therefore, the all-pervading (Brahma) ever rests in sacrifice.",know thou action comes brahma brahma comes imperishable therefore pervading brahma ever rests sacrifice
BG3.16,3,16,"3.16 He who does not follow here the wheel thus set revolving, who is of sinful life, rejoicing in the senses, he lives in vain, O Arjuna.",follow wheel thus set revolving sinful life rejoicing senses lives vain arjuna
BG3.17,3,17,"3.17 But for that man who rejoices only in the Self, who is satisfied with the Self and who is content in the Self alone, verily there is nothing to do.",man rejoices self satisfied self content self alone verily nothing
BG3.18,3,18,3.18 For him there is no interest whatever in what is done or what is not done; nor does he depend on any being for any object.,interest whatever done done depend object
